id;avg;std;item_count;sec_count;max_unitario;min;total;max
32934322;8.689166666666667;5.834854266008326;12;4;61.68341708542714;1.89;104.27000000000001;24.55
21800829;18.6175;15.81234071066014;4;3;10.99;1.35;74.47;43.96
26133821;11.96;0.0;1;1;2.99;2.99;11.96;11.96
44366026;2.48;0.7209993065183905;5;2;3.65;0.89;12.4;3.65
20569624;4.966296296296297;2.822909122201511;27;6;13.45905172413793;1.45;134.09;12.99
44366826;2.1525;1.2089328972279645;4;2;3.69;0.95;8.61;3.69
20557724;3.79;0.0;1;1;0.5414285714285715;0.5414285714285715;3.79;3.79
32925522;5.99;1.0;2;2;6.99;4.99;11.98;6.99
65030115;7.893000000000001;6.96383378606928;10;4;57.11206896551725;1.75;78.93;26.5
32926422;12.903333333333334;8.007982822714398;6;2;168.3673469387755;2.39;77.42;26.5
74162613;13.526666666666666;14.840980051495551;3;3;8.6;0.09916666666666668;40.58;34.4
44372626;5.99;0.0;1;1;5.99;5.99;5.99;5.99
28884423;2.99;2.0066555924389884;3;2;5.79;1.19;8.97;5.79
20555224;6.743333333333333;2.809808218050161;3;3;9.75;2.99;20.23;9.75
21797429;8.007272727272728;4.094202310827284;11;3;8.25;0.29875;88.08000000000001;16.5
32926622;8.99;0.0;1;1;8.99;8.99;8.99;8.99
65027415;8.5125;4.342639606276348;4;3;16.691022964509393;3.09;34.05;15.99
74167313;11.24;4.75;2;2;14.562841530054646;6.49;22.48;15.99
44373626;9.104166666666666;7.887107051314119;12;5;88.92617449664431;2.15;109.25;26.5
32922922;6.248000000000001;3.459401104237553;5;2;12.89;2.99;31.240000000000006;12.89
28883123;6.3625;7.0719706412003704;4;3;151.5573770491803;0.99;25.45;18.49
44373826;2095;0.9049447496946982;6;2;2.99;0.69;12.570000000000002;2.99
32926822;5.468571428571429;3.2714541483716317;7;4;8.6;1.65;38.28;11.1
28881923;6.418181818181818;5.901267688435978;11;5;7.95;2.192439862542955;70.6;24.45
34100818;23.96;0.0;1;1;5.99;5.99;23.96;23.96
34100118;27.675000000000004;5.224999999999996;2;1;84.35897435897434;4.49;55.35000000000001;32.9
34109518;4.99;0.0;1;1;4.99;4.99;4.99;4.99
21797629;12.607499999999998;5.726379200681701;4;2;14.69;93;50.42999999999999;16.99
74174513;3.176666666666667;1.947739430439526;3;2;5.65;0.89;9.530000000000001;5.65
26134021;12.942000000000002;15.064848356355931;5;2;42.85;1.19;64.71000000000001;42.85
32940822;5.3775;1.4772504019292059;4;3;6.33862433862434;3.39;21.51;7.38
24456116;10.799999999999999;9.988993943335835;3;1;996.0;3.0;32.4;24.9
28880323;3.728888888888889;0.8577806562991426;9;1;14.125000000000002;1.4871794871794872;33.56;5.39
32944222;2.29;0.0;1;1;1.1536523929471032;1.1536523929471032;2.29;2.29
20569424;3.49;0.0;1;1;3.49;3.49;3.49;3.49
32949222;5.39;0.0;1;1;5.39;5.39;5.39;5.39
44380126;19.38;11.353416519562147;3;2;19.99;2.59;58.14;32.97
32935222;3.72375;1.168855610201705;8;5;5.55;1.69;29.79;5.55
21801429;6.9350000000000005;0.8450000000000002;2;1;6.09;3.89;13.870000000000001;7.78
26128221;3.09;0.40000000000000013;2;1;3.49;2.69;6.18;3.49
20568724;1.99;0.0;1;1;1.99;1.99;1.99;1.99
32940122;2.79;0.0;1;1;2.79;2.79;2.79;2.79
20566724;5.394375;4.025386578873512;16;4;64.96062992125984;0.89;86.31;16.5
34107618;13.95;10.95;2;1;84.40677966101696;3.0;27.9;24.9
32942622;10475;15.609164775861647;8;4;127.5;1.79;83.8;49.98
32943222;10.112000000000002;8.096442181600509;10;5;285.5238095238095;1.59;101.12000000000002;29.98
34105718;3.25;0.25;2;1;3.5;3.0;6.5;3.5
37244720;10.79;0.0;1;1;10.42512077294686;10.42512077294686;10.79;10.79
32927622;3.3009090909090912;0.9652456545116994;11;3;4.99;1.39;36.31;4.99
28882123;8.94625;4.768207046416923;8;3;17.75;3.79;71.57;17.75
32924422;2.6677777777777774;1.6884231814051158;9;3;3.89;0.69;24.009999999999998;6.18
74170613;11.67;0.0;1;1;3.89;3.89;11.67;11.67
32951222;4.239999999999999;2.4281337140555777;6;3;7.39;0.79;25.439999999999998;7.39
37250020;1.99;0.0;1;1;1.99;1.99;1.99;1.99
26124021;5.28;3.0214731506336445;4;4;9.55;649;21.12;9.55
32951022;18.9;0.0;1;1;106.17977528089888;106.17977528089888;18.9;18.9
21794029;6.828382352941176;6.985526762379762;68;9;296.796875;0.69;464.33;40.98
44378026;7245;3.6550000000000002;2;2;24.772727272727273;3.59;14.49;10.9
34104718;14.7;11.958887908162698;4;1;230.0;3.0;58.8;29.9
34108718;1.19;0.0;1;1;1.19;1.19;1.19;1.19
37240920;3.75;0.0;1;1;3.75;3.75;3.75;3.75
32921022;21.212500000000002;28.63387886315789;4;3;416.4117647058823;1.89;84.85000000000001;70.79
74179513;16.276666666666667;14.993921731451346;3;2;36.99;1.99;48.83;36.99
34107418;16.2;13.7;2;1;221.48148148148147;2.5;32.4;29.9
20569224;1.99;0.0;1;1;199;199;1.99;1.99
74169313;2.8649999999999998;1.0848386976873567;4;1;4.59;1.89;11.459999999999999;4.59
65030715;5.829473684210526;4.719522136474826;19;7;15.769230769230768;0.79;110.75999999999999;15.99
26127221;2.956666666666667;1.3199326582148887;3;2;3.89;1.09;8.870000000000001;3.89
74170113;2.38;0.3999999999999999;2;2;1.39;0.99;4.76;2.78
28883923;10.093809523809524;12.91522559439807;21;5;681.9230769230769;1.59;211.97;53.19
74174713;1.83;1.4856984889270095;8;3;8.292307692307691;425;14.64;5.39
20562624;6.25;0.0;1;1;15.24390243902439;15.24390243902439;6.25;6.25
65031215;9565;6.72992384800898;4;4;25.824022346368714;0.79;38.26;18.49
32928622;11.56;8.269948609272006;4;1;22.9;0.85;46.24;22.9
26126121;13.9;0.0;1;1;13.9;13.9;13.9;13.9
65036615;5.3;0.0;1;1;2.65;2.65;5.3;5.3
34099618;17.7;15.2;2;1;60.366972477064216;2.5;35.4;32.9
21800029;19.99;0.0;1;1;19.99;19.99;19.99;19.99
32933722;4.941538461538462;5.197582050492097;13;5;48.24561403508771;0.85;64.24000000000001;16.5
44378426;6.95;1.0;2;1;7.95;5.95;13.9;7.95
34105518;13.95;10.95;2;1;121.46341463414636;3.0;27.9;24.9
32929022;3.89;0.0;1;1;3.89;3.89;3.89;3.89
44376226;4.79;0.0;1;1;4.650485436893204;4.650485436893204;4.79;4.79
44376426;10.9;0.0;1;1;99.0909090909091;99.0909090909091;10.9;10.9
20559924;3.8200000000000003;0.33000000000000007;2;2;4.15;3.49;7.640000000000001;4.15
37237820;2.45;0.09999999999999987;2;1;2.55;2.35;4.9;2.55
